ID	unicode	uni_char	norm_unicode	norm_uni_char	composition	norm_big5_char	moe_variant_id
CB16015	20B32	𠬲			[((嘹-口)-小)-日+又]	叟	a00477-004
CB16016					[一/由/((厂-一)*甬)]		
CB16017			4C10	䰐	[髟/(鹽-鹵+(必-心))]		c17014-002
CB16019			20731	𠜱	[利-禾+((白-日+田)/廾)]		
CB16020					[木*?]		
CB16021					[土/　]		
CB16022					[耳*　]		
CB16023	8A01	訁			[言*　]		
CB16024	6D06	洆			[泳-永+丞]		c06135
CB16025					[○@火]		
CB16026	20FD7	𠿗			[口*瑟]		c01444
CB16027	3819	㠙			[山*豪]	崤	b00831-001
CB16028	5D90	嶐			[山/隆]		c02941,a04434-040
CB16029					[日/巾]		
CB16030	2341D	𣐝			[木*匝]		
CB16031	708C	炌			[火*介]		c06691-005
CB16032	714A	煊			[火*宣]		b02413-001,b01563-001
CB16033					[火*晉]		
CB16034	718C	熌			[火*閃]		b02405-003
CB16035	241BC	𤆼			[火*宁]		c06668
CB16036	741C	琜			[王*來]		c07465-001
CB16037					[王*桑]		
CB16038	24A91	𤪑			[王*蒙]		
CB16039	7772	睲			[目*星]		c08418
CB16040	25422	𥐢			[石*山]		
CB16041					[示*戈]	禍	a02902-001
CB16042					[示*曷]		
CB16043					[示*彌]		
CB16044	212DB	𡋛			[合/土]	臺	a03391-002
CB16045	25E39	𥸹			[米*文]		
CB16046					[糸*息]		
CB16047					[糸*眷]		
CB16048					[言*牒]		
CB16049	9277	鉷			[金*共]		n00425
CB16050	9731	霱			[雨/矞]	矞	c15658
CB16051	5E47	幇			[封/巾]	幫	a01190-004
CB16052					[弱/火]		
CB16053	273AC	𧎬			[特/虫]	蟘	b04402-004
CB16054			58F3	壳	[殼-殳]	殼	a02092-001
CB16055					[彳*事]		
CB16056	6F16	漖			[涍*ㄆ]		c06376
CB16057	4EE2	仢			[仁-二+勺]	彴	b01026-001
CB16058					[冗-几+牛]	牢	a02489-011
CB16059	22C64	𢱤			[打-丁+送]		c04523-003,c04340
CB16060					[打-丁+婪]		
CB16061					[打-丁+龠]		
CB16062	4F2B	伫			[佇-丁+一]		
CB16063					[怡-台+作]		
CB16064	28783	𨞃			[邱-丘+黍]		a04769-007,c14587-002
CB16065					[阿-可+我]		
CB16066	24ED5	𤻕			[病-丙+維]	癰	b02813-003
CB16067	995D	饝			[飢-几+磨]	饃	b05752-003
CB16068	2219D	𢆝			[匙-匕+干]	赶	b04843-002
CB16069	23088	𣂈			[勞-力+斗]		
CB16070					[塭-土+革]	韞	b05656-001
CB16071	4815	䠕			[跳-兆+柴]		c14032
CB16072	295D7	𩗗			[颱-台+貝]	颶	a04576-001
CB16073			347C	㑼	[偲-心+各]		
CB16074	841F	萟			[萩-火+丸]	藝	a03586-004
CB16075	9793	鞓			[鞙-月+王]		c15822-001,c15821
CB16076					[(厂@云)*頁]	脣	
CB16077					[髟/(棸-耳+?)]		c17010
CB16078	22349	𢍉			[(白-日+田)/廾]		
CB16079					[(箇-古+夕)/心]		
CB16080	27A59	𧩙			[言*(廷-壬+旦)]		a03848-016
CB16081					[爬-巴+(穫-禾)]		
CB16082					[瓝-勺+(穫-禾)]		
CB16083					[甐-瓦+(唆-口)]		
CB16084					[泳-永+(盈-又+夕)]		
CB16085	29A9D	𩪝			[骨*(卄/(歹*巳)/土)]		
CB16086					[尸@(敲-高+(冰-水+〡))]	屐	
CB16087			27AD2	𧫒	[詫-乇+(〦/(坐-土+十))]	諕	b04679-007
CB16088					[　*氐]		
CB16089					[○@止]		
CB16090					[○@好]		
CB16091					[○@咄]		
CB16092					[○@定]		
CB16093					[○@咦]		
CB16094					[○@通]		
CB16095					[○@惠]		
CB16096					[○@噓]		
CB16097					[○@辨]		
CB16098					[○@難]		
CB16099					[○@觀]		
CB16100					[○@嗄]		
CB16101	20D2D	𠴭			[口*易]		c18410
CB16102	20FDE	𠿞			[口*亶]		c01443-001
CB16103	575B	坛			[土*云]		a00819-010,a03200-010
CB16104			212A2	𡊢	[土*冊]		
CB16105					[土*免]		
CB16106	5A26	娦			[女*兵]	嬪	a00978-002
CB16107	2686F	𦡯			[月*達]		
CB16108					[木*　]		
CB16109	3BC3	㯃			[木*桼]		c05358
CB16110					[火*熒]		
CB16111	25279	𥉹			[目*累]		c08491
CB16112					[石*　]		
CB16113					[吉/黽]		
CB16114	446F	䑯			[舟*弟]		c11289
CB16115					[血*丕]		
CB16116					[孝/友]		
CB16117	27B06	𧬆			[言*善]		a03222-025_1,c13268
CB16118					[言*進]		
CB16119					[金*畚]		
CB16120	495D	䥝			[金*麀]		c15149-004,a04343-005,c15153
CB16121					[音*　]		
CB16122	4AAB	䪫			[音*巠]		c16029
CB16123	299B1	𩦱			[馬*會]		
CB16124					[殺/木]		
CB16125					[翟*殳]		
CB16126					[厂@嵒]		
CB16127	27CA7	𧲧			[豸*巴]		b04782-002,c13495
CB16128					[冓*者]		
CB16129	29B8E	𩮎			[髟/查]		
CB16130					[熝/金]		
CB16131					[冗-几+未]		
CB16132	23757	𣝗			[木*月*骨]	核	a01911-001
CB16133					[句-口+谷]		
CB16134					[打-丁+臾]		
CB16135	22CB2	𢲲			[打-丁+郎]		
CB16136	22DD5	𢷕			[打-丁+貌]		
CB16137	22C72	𢱲			[打-丁+舁]		b03740-003,a01553-057
CB16138	207AD	𠞭			[利-禾+婁]		c00643
CB16139					[招-口+巴]	抱	
CB16140	6CDF	泟			[泳-永+正]		a01279-008,c06172-001
CB16141	23D5E	𣵞			[沽-十+夭]	溶	a02280-001
CB16142	98FF	飿			[飢-几+出]		c16402
CB16143	9936	餶			[飢-几+骨]		c16495
CB16144	4654	䙔			[袖-由+區]		c12758
CB16145	23B2C	𣬬			[毯-炎+及]		c05950,c05950-001
CB16146	23B5D	𣭝			[毯-炎+合]		c05970
CB16147	23B8E	𣮎			[毯-炎+昆]		c05993
CB16148					[嗉-糸+石]		
CB16149	280F0	𨃰			[跳-兆+兼]		
CB16150					[歎-欠+否]		
CB16151					[牖-片+土]		
CB16152	4615	䘕			[彳*亢*亍]		c12587
CB16153					[毤-毛+ㄆ]	敓	b01473-001
CB16155					[蟘-代+忒]		
CB16156	25D0	◐			[○@(?*│)]		
CB16157	230AB	𣂫			[(山/示)*斤]	折	a01518-005
CB16158					[木*(刀/巴)]		
CB16159	25A4C	𥩌			[空/(空*空)]		c09412
CB16160					[(度-廿+?)*ㄆ]		
CB16161					[○@(替-日+貝)]		
CB16162					[利-禾+(彳*完)]		
CB16163	227F0	𢟰			[怡-台+(毅-殳)]		c03870
CB16164					[起-巳+(得-彳)]		
CB16165	22FE8	𢿨			[敲-高+(林/月)]	散	a01734-002
CB16166					[鈃-廾+(尸@向)]		
CB16167					[槴-邑+(環-王)]	閂	a04371-001
CB16168					[(丮-(舉-與))/直]		
CB16169	20D22	𠴢			[口*((聲-耳)-殳)]		a03275-025,c01151
CB16170					[咐-寸+(乞-乙+小)]		
CB16171					[皮-(〡/又)+(王/(南-十+口))]	鬳	b05921-003
CB16172					[木*(厂@(戶@(環-王)))]	閂	a04371-007
CB16173					[((嘹-口)-(日/小)+目)*皮]		
CB16174					[(○@牛)/((○@牛)*(○@牛))]		
CB16176					[櫠-發+(十/(罩-卓+(衣-〦)))]		
CB16177					[((夾-(人*人)+(前-刖))/ㄇ)*頁]		
CB16178					[利-禾+(一/(暴-(日/共)+(羌-儿)))]		
CB16179	8552	蕒			[卄/買]		c11895
CB16180	225CD	𢗍			[ㄓ/心]	志	a01311-002
CB16181					[口*兜]		
CB16182					[女*釆]	婇	
CB16183	51E5	凥			[尸@几]		a01084-001,b00767-001
CB16184					[山*叉]		
CB16185	5D56	嵖			[山*查]		c02843
CB16186	65D8	旘			[方*戠]	幟	a01189-001
CB16187	6764	杤			[木*万]		
CB16188					[欠*曷]		
CB16189	23A81	𣪁			[歹*贊]		
CB16190	3DB7	㶷			[火*旬]		
CB16191					[必*頁]		
CB16192					[目*雇]		
CB16193	25306	𥌆			[目*壽]		c08548
CB16194			797B	祻	[示*固]		c08973-001
CB16195	79C7	秇			[禾*丸]		a03586-002,a00784-007
CB16196					[禾*囤]		
CB16197	25EB7	𥺷			[米*屈]		
CB16198					[米*畾]		
CB16199	221AF	𢆯			[糸-八]		a03079-001
CB16200	434B	䍋			[缶*垂]	甀	b02700-001
CB16201					[缶*專]		
CB16202	263DB	𦏛			[羊*喿]		
CB16203					[谷*宏]		
CB16204	27D51	𧵑			[貝*古]		a03952-002,c13564
CB16205	28CF2	𨳲			[門@卞]		a04373-009,c15244
CB16206					[門@興]		
CB16207					[革*展]		
CB16208	4B75	䭵			[馬*凡]		b05710-002,c16593
CB16209			2A179	𪅹	[幾*鳥]		
CB16210			22FE5	𢿥	[番*ㄆ]	播	a01672-014
CB16211	2A45A	𪑚			[黑*來]		c18095-001
CB16212	2A4B4	𪒴			[黑*臺]		c18141,c18141-001
CB16213					[囗@套]		
CB16214	28F57	𨽗			[陟*頁]	濱	a02353-014
CB16215	9FA1	龡			[龠*欠]		a00529-002,c18385-001
CB16217	3A23	㨣			[打-丁+翁]	擁	a01677-001
CB16218	22E9E	𢺞			[打-丁+霸]	把	a01511-002
CB16219	206B9	𠚹			[利-禾+殳]		c00538
CB16220	3913	㤓			[怡-台+本]	笨	a02991-002
CB16221					[泳-永+　]		
CB16222	23FDE	𣿞			[泳-永+裏]		c06461
CB16223					[竺-二+朋]		
CB16224					[竺-二+果]		
CB16225	25C67	𥱧			[竺-二+秦]		
CB16226	4270	䉰			[竺-二+骹]	筊	c09962,b03192-002
CB16227	21D8A	𡶊			[施-方+山]	陀	a04407-001
CB16228	70A7	炧			[施-方+火]	灺	c06646-002
CB16229					[病-丙+贅]	贅	a03975-009
CB16230					[飢-几+屈]		
CB16231	297BE	𩞾			[飢-几+蜀]		c16540
CB16232					[飢-几+畾]		
CB16233	43FF	䏿			[啟-口+月]		c10976
CB16234					[袖-由+匱]		
CB16235	23BE2	𣯢			[毯-炎+娑]	娑	a00926-002
CB16237					[奧-大+ㄎ]	粵	
CB16238					[跳-兆+挈]		
CB16239	281D7	𨇗			[跳-兆+歷]		c14118
CB16240	22589	𢖉			[徹-育+鬲]	徹	a01301-011
CB16241					[搨-日+ㄙ]		
CB16242	25333	𥌳			[睧-氏+兟]		
CB16243	2138D	𡎍			[壉-豕+巾]		
CB16244					[臊-木+ㄤ]		
CB16245	24C1D	𤰝			[田*(巢-果)]		b02723-003,a02638-001
CB16246					[門@(自/大)]		
CB16247					[莢-(人*人)+八]		
CB16248					[撢-早+(革*月)]		
CB16249					[金*(起-巳+戍)]		
CB16250	29019	𩀙			[(小/日/(前-刖))*隹]	難	a04467-001,c17742-001
CB16251					[〦/(口*(丞-一))/衣]		
CB16252					[索-糸+((處-虍)/木)]		
CB16253					[鏼-朿+((ㄇ@人)/比)]		
CB16254					[((宋-木+(夕*匕))*ㄆ)/石]		
CB16255	3D34	㴴			[泳-永+((└@火)/(└@火))]	湛	a02259-001
CB16256	214A9	𡒩			[壹-豆+((昝-人+├)-日+呆)]		
CB16257					[囗@?]		
CB16258	20C08	𠰈			[口*弘]		c01063
CB16259	35C5	㗅			[口*胡]		c01286
CB16260					[山/來]		
CB16261	26866	𦡦			[月*董]		a03351-003,c11121
CB16262					[木*笄]		
CB16263					[爪*矍]		
CB16264					[牛*昔]		
CB16265					[王*堅]		
CB16266	25280	𥊀			[目*參]		c08494
CB16267	26617	𦘗			[矢*聿]	肄	a03285-021
CB16268					[米*生]		
CB16269					[糸*口]	純	
CB16270					[虫*晏]		
CB16271	27441	𧑁			[虫*參]		
CB16272					[呼*乎]		
CB16273	293E0	𩏠			[韋*登]		c15987
CB16274					[鹵*辱]		
CB16275					[絕/耳]		
CB16276					[薜/虫]		
CB16278					[懆/心]		
CB16279			24AD4	𤫔	[雝/王]		
CB16280					[踞-古+?]		
CB16281	20372	𠍲			[仁-二+渠]		c00280
CB16282	63E2	揢			[打-丁+客]		c04144-002,c04289
CB16283					[病-丙+念]		
CB16284					[袖-由+昏]		
CB16285					[毯-炎+委]		
CB16286					[戲-戈+支]		
CB16287	25312	𥌒			[瞽-支+皮]	瞽	a02807-004
CB16288					[迡-匕+雨]		
CB16289	2664C	𦙌			[胤-(厂-一)]		
CB16290					[怡-台+(廿/?)]		
CB16291			25275	𥉵	[(序-予+林)/目]		
CB16292					[土*(壴-士+山)]		
CB16293					[女*(乞-乙+尼)]		
CB16294					[巾*(壴-士+山)]		
CB16295	78D9	磙			[石*(褒-保+公)]		c08852-001
CB16296					[一/(尸@(〡/巳))]		
CB16297	274CD	𧓍			[蛇-匕+(眉-目+貝)]	蠙	b04423-001
CB16298					[跳-兆+(口/└/大)]		
CB16299					[厂@(邱-丘+(田/坴))]		
CB16300					[□@((采-木+(工/山))*系)]		
CB16301	4684	䚄			[((┐@一)/一/(暴-(日/共)))*見]		c12889-001
CB16302					[口*(((止/少)*頁)/((白-日+田)/廾))]		
CB16303	26DC1	𦷁			[卄/匪]		
CB16304					[日*瓜]		
CB16305					[木*彭]		
CB16306	6B9D	殝			[歹*秦]		c05865
CB16307			2693B	𦤻	[瓜*至]		
CB16308	4CBA	䲺			[甘*鳥]		c17541
CB16309					[示*宏]		
CB16310					[禾*丘]		
CB16311	26545	𦕅			[耳*卬]	聊	a03268-006
CB16312	91D2	釒			[金*　]		
CB16313	29293	𩊓			[革*夸]		a03748-003,c14913-001
CB16314					[骨*瓦]		
CB16315					[鳥*感]		
CB16316	4D8E	䶎			[鼻*合]		c18246
CB16317	29AFE	𩫾			[髟/丫]		
CB16318	29B1F	𩬟			[髟/乍]		c16912
CB16319	3928	㤨			[怡-台+共]		c03664
CB16320	61DB	懛			[怡-台+臺]		c03965
CB16321					[柩-久+扁]		
CB16322	3F95	㾕			[病-丙+辛]		c07872
CB16323					[偎-田+日]		
CB16324					[袖-由+幻]		
CB16325	48A6	䢦			[這-言+率]		a02551-022,c14456
CB16326					[瞞-目+耳]		
CB16327	27080	𧂀			[蘋-步+豸]	藐	a03582-001
CB16328					[掯-月+豆]		
CB16330					[甐-瓦+侖]		
CB16332			9F7E	齾	[鬳*(犬/齒)]	齾	
CB16333					[骨*(歷-秝+林)]		
CB16334					[揣-而+(壴-士)]		
CB16335					[餘-木+(一/心)]		a04584-013,c16460-003
CB16336					[(ㄇ@(企-止))/卓]	罩	
CB16337					[○@(一/(三*二))]		
CB16338					[○@(二/(三*一))]		
CB16339					[○@(三/(二*一))]		
CB16340	3861	㡡			[巾*(厂@(豆*寸))]		c03204-003
CB16341	3D32	㴲			[泳-永+(虒-儿+几)]		c06358
CB16342					[(彰-章+?)/(厂@毛)]		
CB16343	21C0A	𡰊			[(虺-虫+骨)-兀+(八/几)]	尳	b00766-002
CB16344					[口*(烈-列+(〡*臣*已))]		
CB16346					[○*○]		
CB16347	26BD5	𦯕			[卄/宋]		c11505
CB16348					[卄/處]		
CB16349	85CC	藌			[卄/蜜]	蔤	b04011-003
CB16350					[力@、]		
CB16351	3801	㠁			[山*參]	嵾	b00877-002
CB16352					[山*亶]		
CB16353	658B	斋			[文/而]	齋	a04795-004
CB16354					[日*夕]		
CB16355	235C8	𣗈			[木*案]		
CB16356	23761	𣝡			[木*養]		
CB16357	241E5	𤇥			[火*立]		
CB16358	3DC4	㷄			[火*果]		c06746
CB16359	3E20	㸠			[片*兆]		c06952-001
CB16360	2464C	𤙌			[牛*尼]	你	a00124-004
CB16361	7299	犙			[牛*參]		c07110
CB16362	2492F	𤤯			[王*永]		
CB16363					[令*黃]		
CB16364					[目*當]		
CB16365					[糸*武]		
CB16366					[糸*表]		
CB16367					[耒*予]		
CB16368					[自/宛]		
CB16369					[舟*樂]		
CB16370	46F5	䛵			[言*受]		c01240-001
CB16371	5E2E	帮			[邦/巾]	幫	a01190-003
CB16372					[酉*宅]		
CB16373					[玨/下]		
CB16374	6142	慂			[涌/心]		a01361-001,n00022
CB16375	29959	𩥙			[馬*差]		
CB16376			9B72	魲	[魚*戶]	鱸	a04715-001
CB16377			2A2BE	𪊾	[鹿/貝]		
CB16378	22D61	𢵡			[欽/手]	撳	b01423-003
CB16379					[登*力]		
CB16380					[(龍-月+日)/足]		
CB16381					[彳*戉]		
CB16382					[彳*矞]		
CB16383					[打-丁+品]		
CB16384	22BEE	𢯮			[打-丁+胃]		c04315
CB16385	3E8A	㺊			[狂-王+恙]		c07263
CB16386					[卸-ㄗ+瓜]		
CB16387	6EB5	溵			[泳-永+殷]		b02318-003,c06356
CB16388	3D52	㵒			[泳-永+費]		a02170-007,c06418
CB16389	24042	𤁂			[泳-永+實]		
CB16390	28E77	𨹷			[阿-可+妻]		b04969-004_1,b05559-002
CB16391	21C05	𡰅			[虺-虫+骨]		
CB16392					[烈-列+奴]		
CB16393	243E9	𤏩			[烈-列+勛]		
CB16394	24DB3	𤶳			[病-丙+告]		
CB16395					[湮-土+大]		
CB16396					[湟-王+工]		
CB16397			296C6	𩛆	[飭-力+也]		c16404
CB16398	8E43	蹃			[跳-兆+若]		c14008
CB16399					[塵-土+盲]		
CB16400	3803	㠃			[嫡-女+山]		
CB16402					[櫚-呂+貝]		
CB16403					[壴-士+止]		
CB16404	23F80	𣾀			[洭-王+倠]		
CB16405					[蒺-矢+生]		
CB16406	27946	𧥆			[觳-殳+束]	觫	b04618-001
CB16407					[卄/(方*氏)]		
CB16408					[慈-(前-刖)]		
CB16409					[山*(厚-日+白)]		
CB16410					[序-予+(酉/示)]		
CB16411	6CB5	沵			[泳-永+(妳-女)]		b02049-001,b02068-001,b02311-003
CB16412	27998	𧦘			[詷-(一/口)+又]		c13169-002
CB16413					[泳-永+(釆-木+幸)]		
CB16414	3684	㚄			[壹-豆+(是-日+田)]		
CB16415					[壓-猒+(邱-丘+黑)]		
CB16416					[(爾-八+(釆-禾))*見]		
CB16417					[片*((囟-乂+ㄆ)/心)]	窗	a02964-003
CB16418					[疊-畾+(〦/(目*目))]		b00016-010
CB16419					[怡-台+(奐-大+(一/八))]		
CB16420					[((巨-匚)@一)/((└@矢)*匕)]		
CB16421					[于-干]		
CB16422	20985	𠦅			[千*千]	年	a01194-005
CB16423					[口*琶]		
CB16424	58E6	壦			[土*雚]	壎	b00594-002
CB16425					[山*夬]		
CB16426					[六/九]		
CB16427	21CFE	𡳾			[屯-〦]		c00057-001,c02685
CB16428					[日*扁]		
CB16429					[日/亥]		
CB16430	80BC	肼			[月*井]		
CB16431	80B3	肳			[月*勿]		a00530-005,c10865
CB16432					[月*車]		
CB16433	242B6	𤊶			[火*剌]		c06769
CB16434	245AD	𤖭			[片*分]		n00132
CB16435	7417	琗			[王*卒]		c07529-003,c07447
CB16436					[白*皇]		
CB16437					[共/言]		
CB16438					[糸*析]		
CB16439	431F	䌟			[糸*辟]		c10390
CB16440	264BF	𦒿			[老/目]	耆	a03254-003
CB16441	26551	𦕑			[耳*氐]		c10756-003
CB16442	2695E	𦥞			[臼*欠]	舀	a03395-004
CB16443					[虫*糸]		
CB16444	2750D	𧔍			[虫*嶲]	蠵	b04447-002
CB16445	27A53	𧩓			[言*忽]		
CB16446	8B9D	讝			[言*嚴]		c13348
CB16447					[谷*頁]		
CB16448	8F0F	輏			[車*酉]	輶	b05029-001
CB16449					[酉*勾]		
CB16450	9176	酶			[酉*每]		c14741
CB16451					[酉*康]		
CB16452	9842	顂			[來*頁]		c16161
CB16453	28C03	𨰃			[金*嬰]		
CB16454					[門@我]		
CB16455	3C39	㰹			[咸*欠]		c05707,c05707-001,c05984-003
CB16456	2698C	𦦌			[舀*召]	舀	a03395-006,a03395-011
CB16457					[馬*白]		c16634-005
CB16458	29AC8	𩫈			[高*犬]	敲	a01736-013
CB16459					[鳥*刀]		
CB16460					[鳥*閑]		
CB16461	4D03	䴃			[堯*鳥]		c17765
CB16462					[絲*戍]		
CB16463	29FAF	𩾯			[鴻-工]	鴻	a04729-009
CB16464					[彳*畏]		
CB16465					[犮/土]		
CB16466					[髟/胄]		
CB16467					[彀-一]	彀	b01013-006
CB16468	20261	𠉡			[仁-二+步]	陟	b05540-001,b05540-008
CB16469					[仁-二+劉]		
CB16471	22C38	𢰸			[打-丁+咼]		
CB16472	34D4	㓔			[冰-水+射]		c00481
CB16473					[利-禾+不]		
CB16474	375D	㝝			[宋-木+林]		c02496
CB16475					[序-予+邑]		
CB16476					[狂-王+介]		
CB16477	247CD	𤟍			[狂-王+易]		c07231
CB16478	27C44	𧱄			[咒-几+豕]		c13446
CB16479	23EC4	𣻄			[泳-永+徐]		
CB16480					[泳-永+晶]		
CB16481	23E50	𣹐			[泳-永+匽]		
CB16482			83F9	菹	[泳-永+苴]		
CB16483					[竺-二+妻]		
CB16484	7C3A	簺			[竺-二+塞]		c09870
CB16485					[流-ㄊ+口]		
CB16486					[剜-夗+合]		
CB16487	2505E	𥁞			[書-曰+皿]		a02750-002,c12577-006
CB16489					[啜-口+鳥]		
CB16490	2767F	𧙿			[袖-由+衣]	旅	a01763-008
CB16491					[袖-由+直]		
CB16492	28527	𨔧			[這-言+屏]	迸	b05072-002
CB16493	2899F	𨦟			[絳-糸+金]	鋒	a04305-001
CB16494					[楛-古+冏]		
CB16495					[熟-享+里]		
CB16496			4D37	䴷	[麩-夫+完]		c17976-004,c17932,c17944-002
CB16497			46AC	䚬	[燐-火+角]		a04712-015
CB16498					[舉-與+穴]		a01006-012,a02489-005,a03202-008
CB16499					[昃-人+又]		
CB16500					[芫-兀+小]	芣	
CB16501			7214	爔	[爔-ㄎ+乃]	爔	c06896-001
CB16502					[(工*欠)/日]		
CB16503					[(合/酉)*欠]		
CB16504					[〦/(尸@衣)]		
CB16505					[穴/(臬*片)]		
CB16506					[先/(毛*毛)]		
CB16507	22A36	𢨶			[(〦-一+尸)@立]	居	a01084-005
CB16508					[(龍-月+日)/大]		
CB16509					[(壴-士+山)*支]		
CB16510					[企-止+(土/巾)]		
CB16511					[糸*(色-巴+田)]		
CB16513	28669	𨙩			[邱-丘+(廾-十)]		c15381-001,c14517
CB16514					[前-(一/刖)+平]		
CB16515					[前-刖+(八/鳥)]		
CB16516					[這-言+(珍-王)]		
CB16517					[葷-車+(卸-ㄗ)]		
CB16519					[榭-身+(阿-可)]		
CB16520					[箔-白+(甫-、)]		
CB16521					[淝-巴+(氏/口)]		
CB16522					[靽-干+(工/十)]		
CB16523					[蕸-(巨-匚)+几]		
CB16524					[(?/(舛-夕))*殳]		
CB16525					[賏/(几@(冰-水))]		
CB16526					[宋-木+(登-豆+出)]		
CB16527	24E61	𤹡			[病-丙+(虎-儿+且)]		c08002
CB16528					[惚-勿+(苟-口+夕)]		
CB16529					[葷-車+(友-又+鳥)]		
CB16530					[熜-囪+(句-口+夕)]		
CB16531					[諾-右+(厂@(一/又))]		
CB16532					[网-(ㄨ*ㄨ)+(人*人)]		
CB16533					[捅-用+(司-(一/口)+士)]		
CB16534					[施-也+(非-〡+(乳-孚))]		
CB16535					[桓-旦+(前-(一/刖)+回)]		
CB16536					[勞-力+(企-止+(白-日+虫))]		
CB16537					[((孑-(今-(合-口)))+分)*ㄆ]		
CB16538	8D8B	趋			[起-巳+(色-巴+((巨-匚)@一))]	趨	a04000-001
CB16539					[書-(土/曰)+(一/((巨-匚)@一)/昍)]		
CB16540					[○@△]		
CB16541					[一/凶/几]		
CB16542	356C	㕬			[口*公]		a03800-003,c01043
CB16543	5692	嚒			[口*麼]		
CB16544					[口*暮]		
CB16545					[口*覺]		
CB16546	671C	朜			[月*享]		c04990-001
CB16547	235D4	𣗔			[木*退]		
CB16548	2363B	𣘻			[木*荼]		a03475-001,c05366
CB16549					[火*月]		
CB16550	3E01	㸁			[火*業]	熯	b02425-001
CB16551					[古*川]		
CB16552					[瓜*瞿]		
CB16553					[瓜*矍]		
CB16554	2518B	𥆋			[目*豕]		c08341
CB16555					[并*反]		
CB16556					[糸*奧]		
CB16557					[糸*豦]		
CB16558					[舟*亥]		
CB16559	28D49	𨵉			[門@幸]	闥	b05517-005
CB16560	3E65	㹥			[猜-月]		c07172
CB16561					[魚*敖]		
CB16562	4C60	䱠			[魚*戔]		c17302
CB16563					[喳-日]		
CB16564	9E18	鸘			[霜*鳥]	鷞	b06159-001
CB16565					[囗@贛]		
CB16566	4ECF	仏			[俬-禾]		a00110-001,a00120-003
CB16567					[憨*鳥]		
CB16568					[丹-、+十]		
CB16569	64C8	擈			[打-丁+業]		a01662-004,a02019-005_1
CB16570					[打-丁+夔]		
CB16571					[冰-水+區]		
CB16572	219C3	𡧃			[宋-木+亍]	宇	a01006-013
CB16573					[狂-王+朋]		
CB16574	4CF5	䳵			[來*力*鳥]	鷘	b06168-005,c17707
CB16575	23DF8	𣷸			[泳-永+芝]		
CB16576	6F75	潵			[泳-永+散]		c06424
CB16578					[病-丙+患]		
CB16579	24F20	𤼠			[病-丙+蠡]		c08001-004,c08001-005
CB16580					[病-丙+秝]		
CB16581					[飢-几+它]		
CB16582			20DE3	𠷣	[強-弓+口]	嗤	a00654-011
CB16583					[毯-炎+瑟]		
CB16584	20D80	𠶀			[琛-王+口]		
CB16585					[跳-兆+友]		
CB16586	280B7	𨂷			[跳-兆+厘]		b04971-004,c14002
CB16587			88D2	裒	[褒-保+臼]	裒	b04512-001
CB16588					[戲-戈+兮]		
CB16590					[(大/目)*皮]		
CB16591					[┬/(ㄇ@土)/凡]		
CB16592	7C31	簱			[竺-二+(方*其)]		
CB16593			24C9E	𤲞	[畣-(一/口)+米]		
CB16594					[滶-士+(十/田)]		
CB16595					[(月-二)@(冰-水)]		
CB16596					[口*(日/出/大/米)]		c13327-002
CB16597					[序-予+(壟-月+日)]		
CB16598					[狂-王+(替-日+心)]		
CB16599					[社-土+(囟-乂+夕)]		
CB16600			8AD0	諐	[(保-木+(巢-果))/言]	愆	b01150-033
CB16601	2422D	𤈭			[├/(冗-几+(夕/火))]	衡	a03706-003
CB16602					[火*((尤-尢+氏)/日)]		
CB16603			7A17	稗	[禾*((白-日+田)/廾)]		
CB16604			21686	𡚆	[(乏-之+(坐-工+巫))*夬]	缺	
CB16605					[泳-永+(翦-月+(耳-一))]		
CB16606					[(虎-儿+隹)*(乞-乙+(亍-二))]		
CB16607					[○@(正/(偏*中))]		
CB16608					[○@(偏/(正*中))]		
CB16609					[○@(正/(來*中))]		
CB16610					[○@(兼/(至*中))]		
CB16611					[○@(兼/(到*中))]		
CB16612			7934	礴	[礡-莆+蒲]	礡	
CB16613			4AA8	䪨	[音*勺]		c16011
CB16614					[佫-口+里]		
CB16615	3BE0	㯠			[木*牽]		c05343
CB16616					[皋-白+自]		
CB16617					[月*崑]		
CB16618					[尸@喬]		
CB16619					[父/缶]		
CB16620	249A4	𤦤			[王*兒]		
CB16621					[占*几]		
CB16622			25607	𥘇	[示*匕]	禮	
CB16623					[米/鬼]		
CB16624	27B61	𧭡			[言*厲]		c13298-001
CB16625	290D7	𩃗			[雨/奄]		
CB16626	23CA7	𣲧			[淡-火]		
CB16627					[蠹-虫]		
CB16628					[氶/巴]		
CB16629	52EE	勮			[豦*力]		c00779
CB16630					[仁-二+箋]		
CB16631	2032F	𠌯			[仁-二+离]	儷	a00261-001
CB16632					[向-口+夕]	肉	
CB16633					[受-又+夕]		
CB16634	3903	㤃			[怡-台+方]		n00010
CB16635					[怡-台+炭]		
CB16636	279B4	𧦴			[癸-天+言]	察	a01050-007
CB16637					[茫-亡+臣]		
CB16638	8965	襥			[袖-由+僕]	襆	b04562-002
CB16639					[魅-鬼+瓦]		
CB16640					[抪-巾+巳]		
CB16641					[荈-夕+歹]		
CB16642					[傽-音+衣]		
CB16643					[王*(厄-厂)]		c07367-003
CB16645					[禾*(看-二+一)]		
CB16646					[竺-二+(橐-中)]		
CB16647					[門@(缺-山+止)]		
CB16648					[錨-田+(巫/十)]		
